idno,name,year,date_from,date_to,cadre,training_name
01UP055300,Shri Nepal Singh Ravi,2013,16/09/2013,18/10/2013,Uttar Pradesh,7th Round MCT Phase 5
01UP055500,Shri Rajendra Kumar Tiwari,2013,16/09/2013,18/10/2013,Uttar Pradesh,7th Round MCT Phase 5
01UP055800,Ms. Shalini Prasad,2013,16/09/2013,18/10/2013,Uttar Pradesh,7th Round MCT Phase 5
01UP056100,Shri Mohammad Iftikharuddin,2013,16/09/2013,18/10/2013,Uttar Pradesh,7th Round MCT Phase 5
01UP056401,Dr.(Ms.) Anita Bhatnagar Jain,2013,16/09/2013,18/10/2013,Uttar Pradesh,7th Round MCT Phase 5
01UP062100,Shri Kamran Rizvi,2007,21/04/2007,25/05/2007,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UP062200,Ms. Nivedita Shukla Verma,2007,21/04/2007,25/05/2007,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UP062400,Shri Lakku Venkateshwarlu,2007,21/04/2007,25/05/2007,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UP062402,Shri Babu Lal Meena,2007,21/04/2007,25/05/2007,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UP062403,Shri Rajesh Kumar Singh,2007,21/04/2007,25/05/2007,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UP062500,Shri Anurag Srivastava,2009,01/06/2009,24/07/2009,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01UP062600,Shri Narendra Bhooshan,2011,22/08/2011,14/10/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP063000,Ms. Veena Kumari Meena,2011,22/08/2011,14/10/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP063100,Shri Rajiv Aggarwal,2012,30/04/2012,22/06/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP063200,Shri Alok Kumar-Ii,2010,04/10/2010,26/11/2010,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01UP063400,Ms. Leena Johri,2011,18/04/2011,10/06/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP063500,Shri Katru Rama Mohana Rao,2013,01/07/2013,23/08/2013,Uttar Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UP063600,Shri Partha Sarthi Sensharma,2011,18/04/2011,10/06/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP063700,Shri Amit Kr Ghosh,2011,18/04/2011,10/06/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP063800,Shri Ashish Kr Goel,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP063900,Shri Mritunjay Kr Narayan,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064000,Shri Bhuvnesh Kumar,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064100,Shri Amod Kumar,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064200,Shri Mustafa Mohammad,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064300,Shri Sanjay Prasad,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064400,Shri Amrit Abhijat,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064500,Shri R Ramesh Kumar,2011,22/08/2011,14/10/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP064600,Shri Khatravath Ravinder Naik,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064700,Shri Santosh Kumar Yadav,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064701,Shri Mukesh Kumar Meshram,2008,21/04/2008,11/06/2008,Uttar Pradesh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UP064800,Ms. Aneeta C Meshram,2012,30/04/2012,22/06/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP064900,Shri Anil Garg,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP065000,Shri Dheeraj Sahu,2013,01/07/2013,23/08/2013,Uttar Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UP065100,Shri M Devaraj,2012,30/04/2012,22/06/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP065400,Shri Subhash Chand Sharma,2013,01/07/2013,23/08/2013,Uttar Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UP065500,Ms. V Hekali Zhimomi,2011,22/08/2011,14/10/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase IV
01UP065600,Shri Mahendra Prasad Agarwal,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP065800,Dr. Hari Om,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP065900,Dr. M K Shanmuga Sundaram,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP066100,Ms. Kamini Chauhan Ratan,2013,01/07/2013,23/08/2013,Uttar Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UP066300,Shri Alok Kumar-Iii,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP066500,Shri Anil Kumar-Iii,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP066600,Shri Pandhari Yadav,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP066600,Shri Pandhari Yadav,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP066700,Shri Anil Kumar Sagar,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP066700,Shri Anil Kumar Sagar,2013,01/07/2013,23/08/2013,Uttar Pradesh,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UP066800,Shri Ajay Kumar Singh,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP066800,Shri Ajay Kumar Singh,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP066801,Shri Ajay Chauhan,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP066801,Shri Ajay Chauhan,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP066802,Ms. Neena Sharma,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP066802,Ms. Neena Sharma,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP067100,Shri Navdeep Rinwa,2010,07/06/2010,30/07/2010,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01UP067100,Shri Navdeep Rinwa,2014,23/06/2014,14/08/2014,Uttar Pradesh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UP067200,Shri P Guruprasad,2011,20/06/2011,12/08/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP067300,Shri Ravinder,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP067301,Ms. Sanyukta Samaddar,2007,16/06/2007,08/08/2007,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UP067400,Shri Sorabh Babu,2009,29/06/2009,21/08/2009,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01UP067500,Shri Amit Gupta,2008,16/06/2008,08/08/2008,Uttar Pradesh,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01UP067600,Shri Deepak Agarwal,2009,29/06/2009,21/08/2009,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01UP067700,Shri Maneesh Chauhan,2009,29/06/2009,21/08/2009,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01UP067701,Ms. Dhanalakshmi K.,2008,16/06/2008,08/08/2008,Uttar Pradesh,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01UP067800,Shri Ranjan Kumar,2009,29/06/2009,21/08/2009,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01UP067900,Shri Anurag Yadav,2008,16/06/2008,08/08/2008,Uttar Pradesh,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01UP067901,Shri Ranvir Prasad,2008,16/06/2008,08/08/2008,Uttar Pradesh,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01UP068000,Shri Ajay Kumar Shukla,2012,02/07/2012,24/08/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068100,Ms. Aparna U,2010,07/06/2010,30/07/2010,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01UP068200,Shri S. B. Lal Susheel,2012,02/07/2012,24/08/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068300,Shri S V S Ranga Rao,2011,20/06/2011,12/08/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068400,Shri Pankaj Kumar,2012,02/07/2012,24/08/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068500,Shri Sameer Verma,2012,02/07/2012,24/08/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068600,Shri Senthil Pandian C,2012,02/07/2012,24/08/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068700,Shri Gouri Shanker Priyadarshi,2012,02/07/2012,24/08/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068701,Shri Sanjay Kumar,2012,02/07/2012,24/08/2012,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068702,Ms. Manisha Trighatia,2010,07/06/2010,30/07/2010,Uttar Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01UP068800,Shri Mayur Maheshwari,2013,29/04/2013,21/06/2013,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068801,Ms. Ritu Maheshwari,2013,29/04/2013,21/06/2013,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP068900,Ms. Ministhy S,2011,20/06/2011,12/08/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP069000,Shri Adusumilli V Raja Mouli,2013,29/04/2013,21/06/2013,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP069100,Shri Vikas Gothalwal,2013,29/04/2013,21/06/2013,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP069101,Dr.(Ms.) Pinky Jowel,2013,29/04/2013,21/06/2013,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UP069301,Shri Rigzian Sampheal,2013,29/04/2013,21/06/2013,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase III
01UT014100,Shri Deepak Mohan Spolia,2007,01/01/2007,25/01/2007,A G M U T,MIC Career Programme for IAS Officers - Phase V
01UT014300,Shri Anand Prakash,2007,01/01/2007,25/01/2007,A G M U T,MIC Career Programme for IAS Officers - Phase V
01UT014500,Ms. Naini Jayaseelan,2008,06/01/2008,01/02/2008,A G M U T,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UT014501,Shri Sanjay Kumar Srivastava,2008,06/01/2008,01/02/2008,A G M U T,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UT014800,Shri Vijay Shankar Madan,2010,12/12/2010,14/01/2011,A G M U T,Mid Career Programme for IAS Officers- Phase V
01UT015400,Ms. M Sathiyavathy,2010,12/12/2010,14/01/2011,A G M U T,Mid Career Programme for IAS Officers- Phase V
01UT015500,Ms. Nutan Guha Biswas,2011,09/10/2011,11/11/2011,A G M U T,Mid Career Programme for IAS Officers - Phase V
01UT015700,Shri Kewal Kumar Sharma,2010,12/12/2010,14/01/2011,A G M U T,Mid Career Programme for IAS Officers- Phase V
01UT015800,Shri Jitendra Kumar Dadoo,2011,09/10/2011,11/11/2011,A G M U T,Mid Career Programme for IAS Officers - Phase V
01UT016000,Shri Lalmalsawma,2011,09/10/2011,11/11/2011,A G M U T,Mid Career Programme for IAS Officers - Phase V
01UT016100,Ms. Reena Ray,2012,01/10/2012,02/11/2012,A G M U T,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UT016400,Shri Arvind Ray,2011,09/10/2011,11/11/2011,A G M U T,Mid Career Programme for IAS Officers - Phase V
01UT016600,Shri Sanjay Pratap Singh,2011,09/10/2011,11/11/2011,A G M U T,Mid Career Programme for IAS Officers - Phase V
01UT016700,Shri Ramesh Negi,2012,01/10/2012,02/11/2012,A G M U T,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UT016800,Ms. Shakuntala Gamlin,2011,09/10/2011,11/11/2011,A G M U T,Mid Career Programme for IAS Officers - Phase V
01UT017400,Shri Anindo Majumdar,2013,16/09/2013,18/10/2013,A G M U T,7th Round MCT Phase 5
01UT017500,Shri Janak Digal,2013,16/09/2013,18/10/2013,A G M U T,7th Round MCT Phase 5
01UT020000,Ms. Debashri Mukherjee,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT020100,Shri Manish Kumar Gupta,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT020400,Shri Puneet Kumar Goel,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT020500,Dr. Gyanendra Dhar Bodgaiyan,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT020600,Dr. Ranbir Singh,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT020700,Shri S Kumarswamy,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT020800,Dr. Mohan Jeet Singh,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT020815,Shri Ganesh Koyu,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT021000,Shri Vijay Kumar,2009,01/06/2009,24/07/2009,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01UT021001,Shri Amit Yadav,2007,21/04/2007,25/05/2007,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01UT021200,Shri Subhas Chandra Lal Das,2012,30/04/2012,22/06/2012,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT021300,Shri Rajeev Verma,2009,01/06/2009,24/07/2009,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01UT021400,Shri Ashwani Kumar,2009,01/06/2009,24/07/2009,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01UT021500,Shri Sanjiv Kumar,2011,18/04/2011,10/06/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT021613,Shri Hage Khoda,2010,04/10/2010,26/11/2010,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01UT021614,Shri Tajom Taloha,2009,01/06/2009,24/07/2009,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01UT021700,Shri Vikram Dev Dutt,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT021900,Shri Prashant Goyal,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT022000,Shri Khilli Ram Meena,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT022001,Ms. Punya Salila Srivastava,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT022014,Shri Hage Kojeen,2010,04/10/2010,26/11/2010,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01UT022300,Ms. Rinku Dhugga,2012,30/04/2012,22/06/2012,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT022400,Shri Amar Nath,2012,30/04/2012,22/06/2012,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT022601,Shri Sanjeev Khirwar,2012,30/04/2012,22/06/2012,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT022700,Ms. Varsha Joshi,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT022800,Dr. Sajjan Singh Yadav,2008,21/04/2008,11/06/2008,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UT022900,Shri Keshav Chandra,2008,21/04/2008,11/06/2008,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UT023000,Shri Chandra Bhushan Kumar,2008,21/04/2008,11/06/2008,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UT023200,Shri Anil Kumar Singh,2008,21/04/2008,11/06/2008,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UT023300,Shri H Rajesh Prasad,2008,21/04/2008,11/06/2008,A G M U T,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01UT023400,Shri A Anbarasu,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT023500,Shri Chandraker Bharti,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT023511,Shri Huzar Lollen,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT023512,Shri K Lalnghingova,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT023600,Ms. Gitanjali Gupta Kundra,2012,30/04/2012,22/06/2012,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT023700,Ms. Manisha Saxena,2011,22/08/2011,14/10/2011,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT023701,Shri Ashish Kundra,2013,01/07/2013,23/08/2013,A G M U T,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UT023800,Shri Sandeep Kumar,2013,01/07/2013,23/08/2013,A G M U T,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UT023900,Shri V Candavelou,2012,30/04/2012,22/06/2012,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT024000,Shri P Krishnamurthy,2012,30/04/2012,22/06/2012,A G M U T,Mid Career Programme for IAS Officers - Phase IV
01UT024100,Shri Santosh Dattatraya Vaidya,2007,16/06/2007,08/08/2007,A G M U T,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UT024100,Shri Santosh Dattatraya Vaidya,2013,01/07/2013,23/08/2013,A G M U T,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UT024200,Shri Gyanesh Bharti,2007,16/06/2007,08/08/2007,A G M U T,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UT024200,Shri Gyanesh Bharti,2014,23/06/2014,14/08/2014,A G M U T,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01UT024211,Shri Belatee Pertin,2007,16/06/2007,08/08/2007,A G M U T,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01UT024211,Shri Belatee Pertin,2013,01/07/2013,23/08/2013,A G M U T,8th Round of Phase-IV Mid Career Programme for IAS Officers
01UT024212,Shri Hage Bhatt,2007,16/06/2007,08/08/2007,A G M U T,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
